locality,sale_price,estimated_value,carpet_area,num_rooms,num_bathrooms,spread,price_per_sqft,ratio_avance_compra,cluster,pca1,pca2,pca3
Greenwich,2860000.0,2095100.0,963.0,3,1,0.37,2969.89,0.7325524475524475,2,-2.4093850927386495,1.8589991386493843,0.6307333064980472
Norwalk,340000.0,186410.0,933.0,3,2,0.82,364.42,0.548264705882353,0,-0.4740670544324403,-0.6055777307865132,-0.22145158383037772
Greenwich,1990000.0,1162140.0,1021.0,3,1,0.71,1949.07,0.5839899497487437,0,-1.7294176310004283,0.9638937426945845,0.26790357907650375
Greenwich,3235000.0,243180.0,1026.0,3,1,12.3,3153.02,0.07517156105100464,2,-3.565800080623878,4.23857213134161,-1.515760436187807
Waterbury,75000.0,56070.0,1373.0,4,2,0.34,54.62,0.7476,0,1.1291309438372312,-0.19734221944859365,-0.24341918722994932
Bridgeport,399900.0,160904.0,1284.0,4,2,1.49,311.45,0.4023605901475369,0,0.6738173229881967,0.22016976603131855,-0.4240502363494812
Norwalk,850000.0,342090.0,914.0,3,1,1.48,929.98,0.40245882352941176,0,-1.2959314320730888,-0.17681034597483977,-0.19841709575517913
Bridgeport,280000.0,71050.0,1295.0,4,3,2.94,216.22,0.25375,0,1.007506963494329,0.6027790242287662,-0.7532441556659838
Bridgeport,144500.0,60483.0,1095.0,3,1,1.39,131.96,0.4185674740484429,0,-0.48143141679712276,-0.8101869189700576,-0.40948417964377787
Bridgeport,362560.0,135870.0,1338.0,4,2,1.67,270.97,0.3747517652250662,0,0.7778012284461037,0.26532644350447787,-0.4773104990142738
Norwalk,412000.0,154210.0,955.0,3,1,1.67,431.41,0.3742961165048544,0,-0.9385437805840169,-0.6043964955806196,-0.37381266513170314
Bridgeport,269900.0,243180.0,1008.0,3,1,0.11,267.76,0.9010003705075954,0,-0.5950865651895288,-0.9816819758097909,-0.042285574569415826
Greenwich,4000000.0,2498720.0,1021.0,3,2,0.6,3917.73,0.62468,2,-2.6234671370463665,3.3237628800023895,0.8437672200767348
Bridgeport,305000.0,121870.0,1817.0,6,6,1.5,167.86,0.39957377049180326,1,4.390732792343119,2.2971251275099336,-0.6134470093685512
Greenwich,1820000.0,693280.0,1021.0,3,3,1.63,1782.57,0.3809230769230769,0,-0.9505741795627171,1.4229934991092896,-0.009964268832177358
Greenwich,2925000.0,2215010.0,1065.0,3,2,0.32,2746.48,0.757268376068376,2,-1.7925765336105794,2.1151458266561627,0.5977199002972218
Greenwich,1052000.0,1017400.0,984.0,3,2,0.03,1069.11,0.9671102661596959,0,-0.7614434736828041,0.07085029172189879,0.1972778220528814
Bridgeport,133000.0,243180.0,1039.0,3,3,-0.45,128.01,1.828421052631579,0,0.3745980815696177,-0.7204252523522138,0.17410518659075908
Bridgeport,145000.0,68838.0,1021.0,3,2,1.11,142.02,0.4747448275862069,0,-0.21099852204469133,-0.6881291039997877,-0.3545946716099743
Bridgeport,384000.0,159460.0,2131.0,6,4,1.41,180.2,0.4152604166666667,1,4.168905858770202,2.176221539608961,-0.5836380752218432
Bridgeport,202500.0,93521.0,952.0,3,2,1.17,212.71,0.4618320987654321,0,-0.38027812252170073,-0.6811362052506083,-0.34295432183800467
Norwalk,437000.0,212240.0,967.0,3,3,1.06,451.91,0.485675057208238,0,-0.11757851739983667,-0.1884301127919337,-0.26741130404665453
Waterbury,265000.0,243180.0,1892.0,6,5,0.09,140.06,0.9176603773584906,1,4.303913910063686,1.8542688679622477,-0.26421187116951067
Bridgeport,289900.0,115290.0,963.0,3,1,1.51,301.04,0.3976888582269748,0,-0.8279999355542144,-0.7587716088385467,-0.37756187397581686
Bridgeport,75000.0,243180.0,977.0,3,3,-0.69,76.77,3.2424,0,0.348795540294027,-0.9013118492207386,0.4943507740964091
Greenwich,2695000.0,243180.0,983.0,3,1,10.08,2741.61,0.09023376623376624,2,-3.135102648649379,3.308495988295319,-1.2548223214292449
Bridgeport,330000.0,128381.0,959.0,3,3,1.57,344.11,0.38903333333333334,0,-0.11031036158243432,-0.22528340251815296,-0.4058271659122672
Greenwich,1372500.0,875700.0,1079.0,3,1,0.57,1272.01,0.6380327868852459,0,-1.19508753823057,0.3052991170574793,0.11467978761491242
Greenwich,2000000.0,1452500.0,973.0,3,2,0.38,2055.5,0.72625,0,-1.4413786549166665,1.1598817882627095,0.3616935703126129
Bridgeport,137000.0,243180.0,1079.0,3,1,-0.44,126.97,1.7750364963503649,0,-0.3146193288782985,-1.15755040623354,0.18623428920520416
Waterbury,289000.0,53200.0,999.0,3,3,4.43,289.29,0.18408304498269895,0,-0.2704440746388174,0.24815840377672618,-0.9648368965709763
Bridgeport,232677.0,417904.0,1819.0,6,5,-0.44,127.91,1.7960692290170495,1,4.25355205237904,1.654352451015876,0.007951076255140752
Bridgeport,224500.0,105560.0,1062.0,3,1,1.13,211.39,0.47020044543429845,0,-0.5668563760205932,-0.803298569306123,-0.3278307943344194
Fairfield,720000.0,545860.0,1056.0,3,2,0.32,681.82,0.7581388888888889,0,-0.43177269320496364,-0.1887167799801874,-0.004636061117463534
Norwalk,422000.0,198310.0,954.0,3,1,1.13,442.35,0.4699289099526066,0,-0.896522290732105,-0.6860973056361284,-0.2569049191776085
Norwalk,740000.0,423850.0,1080.0,3,2,0.75,685.19,0.5727702702702703,0,-0.43907502762854217,-0.07649612624035254,-0.11654841834446743
Greenwich,1750000.0,1152270.0,1040.0,3,3,0.52,1682.69,0.65844,0,-0.7564998410504359,1.1619036389477397,0.214640503564447
Waterbury,154000.0,60270.0,1030.0,3,2,1.56,149.51,0.39136363636363636,0,-0.24257021640548104,-0.5932416559638359,-0.448753106980146
Fairfield,1000000.0,451500.0,1064.0,3,1,1.21,939.85,0.4515,0,-1.0558457395853769,0.020649360810538208,-0.1332650505540585
Bridgeport,249900.0,117670.0,931.0,3,3,1.12,268.42,0.47086834733893557,0,-0.06749124524878695,-0.41482626394927474,-0.3298532443897787
Norwalk,1600000.0,350000.0,904.0,3,2,3.57,1769.91,0.21875,0,-1.6405151828699491,1.2609693029344207,-0.3892815980753421
Fairfield,400000.0,352380.0,955.0,3,2,0.14,418.85,0.88095,0,-0.40426159404349354,-0.6394074948021398,-0.020822234783544984
Norwalk,510000.0,243180.0,1080.0,3,1,1.1,472.22,0.4768235294117647,0,-0.7082719871114237,-0.49599619747981943,-0.2457671118425288
Waterbury,129900.0,59010.0,1046.0,3,1,1.2,124.19,0.45427251732101614,0,-0.5431994315944715,-0.9057477439435927,-0.36746525028752547
Norwalk,2700000.0,1954890.0,1034.0,3,3,0.38,2611.22,0.7240333333333333,2,-1.3591636615495097,2.1405294294827453,0.518587566376558
Norwalk,712500.0,412440.0,1041.0,3,3,0.73,684.44,0.5788631578947369,0,-0.11864452491986203,0.10541290023309301,-0.12610406188638704
Greenwich,8500000.0,6246170.0,1080.0,3,1,0.36,7870.37,0.7348435294117647,2,-5.5979314826075175,7.646543363509507,2.1106080171911357
Greenwich,3845000.0,2540720.0,1021.0,3,3,0.51,3765.92,0.6607854356306893,2,-2.1370904742927577,3.384787321363283,0.8093931618228317
Waterbury,101555.0,62650.0,936.0,3,3,0.62,108.5,0.6169070946777608,0,0.08878463256931213,-0.6608967897261014,-0.2568195229156919
Waterbury,220000.0,88480.0,1057.0,3,1,1.49,208.14,0.4021818181818182,0,-0.6070009501112974,-0.7513712410019208,-0.40521292607387355
Fairfield,565000.0,425180.0,928.0,3,1,0.33,608.84,0.7525309734513275,0,-0.9649354610582012,-0.6850103862175112,-0.01326597607357565
Norwalk,60000.0,234290.0,1021.0,3,3,-0.74,58.77,3.9048333333333334,0,0.45460274062097195,-0.8895242553979376,0.6290327313129312
Fairfield,340000.0,243740.0,906.0,3,1,0.39,375.28,0.7168823529411765,0,-0.8620121574993329,-0.943709077220301,-0.09375068490331989
Waterbury,200000.0,67270.0,1300.0,4,4,1.97,153.85,0.33635,0,1.5298973874062516,0.6088105220168856,-0.601544938455108
Greenwich,970000.0,243180.0,1018.0,3,2,2.99,952.85,0.2507010309278351,0,-0.9178867855881252,0.506151527547809,-0.4972563363458557
Bridgeport,230000.0,85540.0,1016.0,3,3,1.69,226.38,0.3719130434782609,0,0.049812447749322926,-0.2622526143622028,-0.4665607584375116
Bridgeport,190000.0,83161.0,900.0,3,3,1.28,211.11,0.4376894736842105,0,-0.09966196571319308,-0.48286782032630804,-0.3781703895597228
Fairfield,820000.0,717010.0,958.0,3,2,0.14,855.95,0.8744024390243903,0,-0.6756736936081643,-0.17592957902086073,0.09876893746539353
Greenwich,800000.0,628460.0,1025.0,3,3,0.27,780.49,0.785575,0,-0.16077200700157965,0.10744667558323467,0.023869779335019367
Greenwich,770000.0,651630.0,1029.0,3,2,0.18,748.3,0.8462727272727273,0,-0.5029289708867867,-0.17903817545538048,0.05685680841782079
Bridgeport,290000.0,133070.0,1023.0,3,3,1.18,283.48,0.45886206896551723,0,0.07212561034211944,-0.2787783607866099,-0.3438419231464867
Waterbury,184900.0,67200.0,1821.0,6,4,1.75,101.54,0.3634396971335857,1,3.6772343571244916,1.76040082879239,-0.6629739882476697
Waterbury,215000.0,96250.0,1095.0,3,2,1.23,196.35,0.4476744186046512,0,-0.13132411009943695,-0.5235140925227774,-0.3706160848432615
Fairfield,490500.0,1334270.0,929.0,3,2,-0.63,527.99,2.720224260958206,0,-0.4100424627766568,-0.711106930394685,0.5188675987315227
Waterbury,175000.0,78680.0,2062.0,6,4,1.22,84.87,0.4496,1,4.162107592646564,1.9075799654606496,-0.579647034447814
Greenwich,770000.0,243180.0,1071.0,3,2,2.17,718.95,0.31581818181818183,0,-0.6086427678609548,0.19005804393753387,-0.40716149691896253
Waterbury,156000.0,243180.0,1398.0,4,3,-0.36,111.59,1.5588461538461538,0,1.5863381955073999,0.016989829860409346,0.04703352676250613
Bridgeport,363000.0,174231.0,2935.0,8,6,1.08,123.68,0.4799752066115702,1,7.588518762135388,4.0815878991678005,-0.6748720809063169
Fairfield,750000.0,457380.0,995.0,3,3,0.64,753.77,0.60984,0,-0.22602223444243086,0.09906324810382297,-0.0845002356412147
Greenwich,4450000.0,2828910.0,920.0,3,2,0.57,4836.96,0.6357101123595505,2,-3.243556791684829,3.945282443351596,1.0553877239649945
Norwalk,320000.0,206010.0,913.0,3,1,0.55,350.49,0.64378125,0,-0.8509788168603113,-0.9326569240046054,-0.14360695323380704
Bridgeport,248000.0,148121.0,1043.0,3,1,0.67,237.78,0.5972620967741935,0,-0.5726757928654905,-0.8751853655419107,-0.21268891487273617
Bridgeport,299900.0,73220.0,2142.0,6,4,3.1,140.01,0.24414804934978326,1,4.072506703928157,2.4066770471210837,-0.9323998954903058
Greenwich,3500000.0,1849120.0,928.0,3,2,0.89,3771.55,0.52832,2,-2.609529726775948,2.9269590560310177,0.6916727254995391
Bridgeport,230000.0,117601.0,1016.0,3,2,0.96,226.38,0.511308695652174,0,-0.2602533200622307,-0.6280191853921021,-0.29651239851282835
Waterbury,156000.0,76580.0,1021.0,3,1,1.04,152.79,0.4908974358974359,0,-0.58999514491848,-0.9298030261492283,-0.3219126138982687
Waterbury,110000.0,70140.0,909.0,3,2,0.57,121.01,0.6376363636363637,0,-0.33950317155885407,-0.9279111491548221,-0.22422346170110802
Bridgeport,250000.0,110390.0,904.0,3,1,1.26,276.55,0.44156,0,-0.8883955375803584,-0.8975824128244685,-0.32836095457226755
Bridgeport,399900.0,168000.0,1876.0,6,4,1.38,213.17,0.42010502625656415,1,3.7042605048472597,1.9311332283860598,-0.5460488757563884
Waterbury,177000.0,77070.0,975.0,3,1,1.3,181.54,0.43542372881355934,0,-0.7120696084246533,-0.9067793788074039,-0.367194976688756
Bridgeport,214000.0,91770.0,1021.0,3,3,1.33,209.6,0.42883177570093456,0,0.10281707830379246,-0.33581956114124795,-0.3971671933421283
Bridgeport,7000.0,61228.0,1058.0,3,1,-0.89,6.62,8.746857142857143,0,-0.09669503208472703,-1.4740796917101995,1.6505192677915688
Waterbury,135000.0,57820.0,909.0,3,2,1.33,148.51,0.4282962962962963,0,-0.4290360259817064,-0.7694849628189634,-0.39224232918172125
Waterbury,100000.0,63010.0,952.0,3,2,0.59,105.04,0.6301,0,-0.25689257556183626,-0.8934913933677507,-0.23705355390329472
Greenwich,1250000.0,653450.0,932.0,3,2,0.91,1341.2,0.52276,0,-1.0934895381205223,0.42181291982792235,0.02460501467574809
Waterbury,96400.0,47050.0,913.0,3,1,1.05,105.59,0.4880705394190871,0,-0.7478223410960328,-1.0982533801334895,-0.3289705417681895
Greenwich,5625000.0,2844800.0,1067.0,3,2,0.98,5271.79,0.5057422222222222,2,-3.538259359630024,5.039218996210413,1.169418159132451
Greenwich,1050000.0,243180.0,947.0,3,2,3.32,1108.76,0.2316,0,-1.1502599161496634,0.6139115331508908,-0.5185299347448402
Bridgeport,240000.0,56000.0,959.0,3,2,3.29,250.26,0.23333333333333334,0,-0.5877401450955719,-0.2745122232457979,-0.7500702659156396
Waterbury,212300.0,91210.0,1928.0,6,6,1.33,110.11,0.4296278850682996,1,4.651578961844831,2.3029671804348713,-0.6094511827975642
Greenwich,7025000.0,243180.0,940.0,3,3,27.89,7473.4,0.034616370106761565,2,-6.9874084149636175,11.60449580908429,-3.121222785083269
Norwalk,1049000.0,649530.0,1100.0,3,2,0.62,953.64,0.6191897044804576,0,-0.5771213522239171,0.2324383243659766,-0.00472739659727826
Waterbury,121500.0,52510.0,1487.0,4,4,1.31,81.71,0.43218106995884775,0,1.9710125394551254,0.6109348627913641,-0.5058732404704763
Fairfield,300000.0,221060.0,1009.0,3,3,0.36,297.32,0.7368666666666667,0,0.11893521652824234,-0.4217685131576066,-0.13921469899125677
Waterbury,230000.0,59010.0,2041.0,6,5,2.9,112.69,0.25656521739130433,1,4.321668372334038,2.4563987192969363,-0.9129912505509887
Fairfield,190000.0,243180.0,1073.0,3,3,-0.22,177.07,1.2798947368421052,0,0.36935764496006,-0.5826227583352213,0.03398524091952288
Greenwich,826000.0,608720.0,1365.0,4,4,0.36,605.13,0.7369491525423729,0,1.4513006567930573,0.9811731361096072,-0.09284299307158422
Greenwich,4755018.0,2656080.0,1021.0,3,3,0.79,4657.22,0.5585846362726703,2,-2.7453447526853836,4.400788439570284,0.9942919443771844
Greenwich,1900000.0,1400910.0,960.0,3,2,0.36,1979.17,0.737321052631579,0,-1.4056194513966884,1.0479338697041614,0.34380159396807713
Norwalk,569900.0,264040.0,1027.0,3,1,1.16,554.92,0.4633093525179856,0,-0.8539262402306035,-0.4646275345464521,-0.23372606687802044
Greenwich,3000000.0,2098950.0,939.0,3,1,0.43,3194.89,0.69965,2,-2.576122739814947,2.03988028942674,0.6676106962439267
Waterbury,48521.0,55300.0,1061.0,3,1,-0.12,45.73,1.1397127017167825,0,-0.3328424444985946,-1.2060841070317916,-0.021265387831570812
Fairfield,1425000.0,828030.0,1024.0,3,3,0.72,1391.6,0.5810736842105263,0,-0.605778996908339,0.8485734330763962,0.07842719883807939
Bridgeport,183000.0,96600.0,1426.0,4,3,0.89,128.33,0.5278688524590164,0,1.4893084443361593,0.2923140596613029,-0.37780517557563553
Waterbury,223000.0,92120.0,937.0,3,3,1.42,237.99,0.4130941704035874,0,-0.0665260611344835,-0.38822314653203266,-0.40273505340267707
Waterbury,130000.0,55510.0,2003.0,6,5,1.34,64.9,0.427,1,4.445793262295487,2.0727781513201626,-0.622792497986068
Norwalk,448000.0,243180.0,1261.0,4,4,0.84,355.27,0.5428125,0,1.4219893394045158,0.6174697006288064,-0.29482512529540156
Fairfield,2084000.0,2072490.0,1021.0,3,3,0.01,2041.14,0.9944769673704414,0,-0.9612066860112355,1.4240791225536544,0.4719423054351405
Norwalk,370000.0,243180.0,1490.0,4,2,0.52,248.32,0.6572432432432432,0,1.1612180204757165,0.2193350449998709,-0.2355702901513713
Bridgeport,271000.0,126070.0,1052.0,3,1,1.15,257.6,0.4652029520295203,0,-0.6163740273311157,-0.7605119542034721,-0.31827905682160235
Waterbury,229000.0,85820.0,1021.0,6,6,1.67,224.29,0.3747598253275109,1,2.9708801498045374,1.483825640353869,-0.5745078183728998
Bridgeport,278100.0,120121.0,1037.0,3,1,1.32,268.18,0.43193455591513846,0,-0.6646353259630516,-0.7377248592432638,-0.3508216405833695
Greenwich,1700000.0,1690010.0,1037.0,3,2,0.01,1639.34,0.9941235294117647,0,-1.0578775012003843,0.7774057921540227,0.3732883035076916
Waterbury,102000.0,15050.0,1021.0,3,2,5.78,99.9,0.14754901960784314,0,-0.6111372596878963,0.05483807935559723,-1.2494802099971443
Norwalk,505000.0,243180.0,1022.0,3,1,1.08,494.13,0.48154455445544553,0,-0.8146855291319841,-0.5510533514233469,-0.23331555503401158
Bridgeport,267500.0,117110.0,948.0,3,2,1.28,282.17,0.4377943925233645,0,-0.4411485784499631,-0.5943423332386709,-0.3476717332097117
Fairfield,1160000.0,747250.0,1024.0,3,1,0.55,1132.81,0.6441810344827587,0,-1.17748095350668,0.05502200200552697,0.07510591261771588
Norwalk,589900.0,243180.0,1017.0,3,3,1.43,580.04,0.41223936260383115,0,-0.154357639182441,0.07794658814954669,-0.312130537398262
Greenwich,850000.0,556780.0,1021.0,4,3,0.53,832.52,0.655035294117647,0,0.3644398979935563,0.5438919957046773,-0.05628499320733551
Fairfield,7850000.0,4102560.0,964.0,3,2,0.91,8143.15,0.5226191082802548,2,-5.361499969518811,7.652608871624857,1.9166940394282297
Bridgeport,233000.0,115360.0,1454.0,4,2,1.02,160.25,0.49510729613733906,0,1.1216026274534674,0.14649892449845636,-0.3842465943946507
Waterbury,159000.0,46980.0,1226.0,4,4,2.38,129.69,0.29547169811320756,0,1.382008662643683,0.5658528706476436,-0.6836228975519294
Greenwich,3000000.0,243180.0,1084.0,3,3,11.34,2767.53,0.08106,2,-2.4182126381447193,4.288325279759102,-1.4684908473000937
Greenwich,2200000.0,1214570.0,908.0,3,1,0.81,2422.91,0.5520772727272727,0,-2.1611400019356575,1.228579556323782,0.3519252808048337
Norwalk,490000.0,248788.0,940.0,3,1,0.97,521.28,0.5077306122448979,0,-0.9536129178870606,-0.6492068063980405,-0.19911065601534805
Bridgeport,395000.0,166014.0,2184.0,6,4,1.38,180.86,0.4202886075949367,1,4.261860452780626,2.2327676422850846,-0.5808169828216289
Waterbury,149000.0,243180.0,1098.0,3,3,-0.39,135.7,1.6320805369127516,0,0.4623027410312962,-0.633607756816305,0.12134026220849815
Norwalk,340000.0,197400.0,1025.0,3,2,0.72,331.71,0.5805882352941176,0,-0.2907772470580381,-0.5440967486140054,-0.21088928724816047
Waterbury,148847.0,55860.0,1339.0,4,2,1.66,111.16,0.3752846883040975,0,0.9007108646984262,0.06365655188453644,-0.5282591679532805
Waterbury,147000.0,243180.0,965.0,3,2,-0.4,152.33,1.6542857142857144,0,-0.15531995927396008,-1.0080417824119101,0.15652849362145504
Norwalk,705000.0,358470.0,1021.0,3,3,0.97,690.5,0.508468085106383,0,-0.17667173421658597,0.12485133147499146,-0.18064393732820147
Bridgeport,285000.0,172270.0,2117.0,6,6,0.65,134.62,0.6044561403508772,1,5.019877179971664,2.4363871328288305,-0.4594566591567147
Waterbury,260000.0,97800.0,1021.0,6,4,1.66,254.65,0.37615384615384617,0,2.194817364581389,1.0322703400836568,-0.5356384214997088
Waterbury,157000.0,72310.0,936.0,3,3,1.17,167.74,0.4605732484076433,0,-0.0008536113813366204,-0.5050071093236349,-0.36855019245951653
Waterbury,169900.0,243180.0,1021.0,3,2,-0.3,166.41,1.4313125367863448,0,-0.08133285872704377,-0.9101685746024156,0.09351674152340698
Fairfield,525000.0,361620.0,1048.0,3,1,0.45,500.95,0.6888,0,-0.7164111384570007,-0.6177923358417964,-0.07973848429837051
Bridgeport,67500.0,243180.0,1436.0,4,3,-0.72,47.01,3.6026666666666665,0,1.7745990516857524,-0.11100394521366949,0.5007052204381746
Fairfield,867500.0,513240.0,1089.0,3,2,0.69,796.6,0.5916311239193084,0,-0.49435423499503817,0.05103206139508979,-0.06933640849278848
Bridgeport,200000.0,131670.0,1021.0,3,2,0.52,195.89,0.65835,0,-0.18936359332755548,-0.7310072861859178,-0.1987100788992519
Bridgeport,269000.0,126630.0,1053.0,3,1,1.12,255.46,0.4707434944237918,0,-0.6104538899668386,-0.7667993744935424,-0.31258909261579093
Fairfield,345000.0,243180.0,955.0,3,2,0.42,361.26,0.7048695652173913,0,-0.3965654567389842,-0.6506832633681493,-0.1215240578453836
Norwalk,570000.0,248150.0,1078.0,3,2,1.3,528.76,0.43535087719298243,0,-0.3896330665997552,-0.15993813295300172,-0.2865857137482845
Fairfield,435000.0,355320.0,1095.0,3,3,0.22,397.26,0.8168275862068965,0,0.20978705390526156,-0.23006248557372463,-0.07355383330060597
Greenwich,2150000.0,1285480.0,1021.0,3,2,0.67,2105.78,0.5978976744186046,0,-1.4491000629406479,1.368559362287744,0.30841511365294727
Norwalk,427000.0,219100.0,1021.0,3,3,0.95,418.22,0.5131147540983606,0,0.002719751502671028,-0.17418979746655414,-0.2539919126229593
Norwalk,777500.0,382900.0,900.0,3,2,1.03,863.89,0.492475884244373,0,-0.855121531857692,-0.1012063933924187,-0.13376482588868646
Norwalk,520000.0,286090.0,1058.0,3,1,0.82,491.49,0.5501730769230769,0,-0.7300547133138159,-0.5512385460278215,-0.17563531813551186
Fairfield,485000.0,385140.0,1021.0,3,1,0.26,475.02,0.7941030927835051,0,-0.7238668585813199,-0.7146876815934322,-0.03180586132220606
Fairfield,450000.0,377650.0,1100.0,3,3,0.19,409.09,0.8392222222222222,0,0.2131386812552425,-0.21572230987803717,-0.06044355675838758
Norwalk,403000.0,202670.0,1021.0,3,1,0.99,394.71,0.5029032258064516,0,-0.74295959063713,-0.6756903310033465,-0.2416142447559574
Fairfield,750000.0,541030.0,1079.0,3,3,0.39,695.09,0.7213733333333333,0,-0.03333550164347155,0.11226801199825781,-0.03455205308240037
Bridgeport,235000.0,109130.0,985.0,3,3,1.15,238.58,0.4643829787234043,0,0.03981928152216741,-0.37727696090764773,-0.3479411157870925
Bridgeport,249900.0,72380.0,1347.0,4,4,2.45,185.52,0.2896358543417367,0,1.5427090682932445,0.7830297250271631,-0.6879528224718909
Norwalk,412000.0,262500.0,1064.0,3,3,0.57,387.22,0.6371359223300971,0,0.1304556038300184,-0.21926516548135305,-0.17298128945426866
Greenwich,8236500.0,8028860.0,1055.0,3,1,0.03,7807.11,0.9747902628543678,2,-5.503440464578756,7.385131341425024,2.173693983871305
Fairfield,820000.0,342930.0,924.0,3,2,1.39,887.45,0.4182073170731707,0,-0.8677369331983252,0.02085347470577436,-0.204798186114699
Waterbury,15000.0,16660.0,1978.0,6,4,-0.1,7.58,1.1106666666666667,1,4.221249878305412,1.4620449079177382,-0.2397294309657981
Greenwich,500000.0,243180.0,1048.0,3,1,1.06,477.1,0.48636,0,-0.7595752066566545,-0.5390856703256179,-0.23446650466442123
Bridgeport,355000.0,155960.0,2146.0,6,5,1.28,165.42,0.4393239436619718,1,4.60031077958922,2.3875312240706053,-0.5776994508126088
Bridgeport,177500.0,126420.0,931.0,3,3,0.4,190.66,0.712225352112676,0,0.05056842339196313,-0.6193562359451847,-0.17612214388528555
Waterbury,295000.0,99260.0,2983.0,8,6,1.97,98.89,0.33647457627118643,1,7.620189772907848,4.232817588407714,-0.8772748223156357
Bridgeport,299750.0,112910.0,919.0,3,3,1.65,326.17,0.3766805671392827,0,-0.17311918973657653,-0.27940853805538524,-0.42528432430794655
Fairfield,490000.0,303170.0,1021.0,3,1,0.62,479.92,0.6187142857142857,0,-0.7629044800103769,-0.6467513471598291,-0.12902728900583374
Bridgeport,195000.0,243180.0,906.0,3,1,-0.2,215.23,1.247076923076923,0,-0.7001182450741213,-1.2130222967995141,0.07412922746671219
Waterbury,196000.0,62930.0,1953.0,6,5,2.11,100.36,0.32107142857142856,1,4.253170258658923,2.205989643317378,-0.75986314733872
Norwalk,430000.0,224770.0,1091.0,3,2,0.91,394.13,0.5227209302325582,0,-0.24117764868969402,-0.36052038399670705,-0.24069870654873976
Waterbury,250000.0,107100.0,1021.0,3,2,1.33,244.86,0.4284,0,-0.29877653261015313,-0.5389427810936451,-0.3730996457283698
Waterbury,269900.0,104160.0,1349.0,4,4,1.59,200.07,0.38592071137458317,0,1.6145675793337524,0.6580366890112345,-0.5133553369931457
Norwalk,1945000.0,243180.0,986.0,3,1,7.0,1972.62,0.12502827763496144,2,-2.361109059379592,1.9778633169223117,-0.9244768541375045
Norwalk,462000.0,255710.0,1022.0,3,1,0.81,452.05,0.5534848484848485,0,-0.7615030000810378,-0.6430021004597568,-0.1835078370751511
Bridgeport,270000.0,125370.0,982.0,3,1,1.15,274.95,0.4643333333333333,0,-0.7457259034134993,-0.8249028082382773,-0.3094071640527566
Waterbury,320000.0,226660.0,1061.0,3,2,0.41,301.6,0.7083125,0,-0.18038649676158627,-0.58700970597042,-0.1412598799937499
Fairfield,515000.0,387170.0,1093.0,3,3,0.33,471.18,0.7517864077669902,0,0.1454476891835296,-0.13015577500170253,-0.08407666684958574
Norwalk,407500.0,218330.0,1014.0,3,1,0.87,401.87,0.5357791411042945,0,-0.7476745057946526,-0.6973141580174482,-0.21162461931054152
Waterbury,329000.0,101430.0,2019.0,6,6,2.24,162.95,0.30829787234042555,1,4.673940968821231,2.6438463539349564,-0.7780654566352816
Bridgeport,445000.0,245210.0,980.0,3,3,0.81,454.08,0.5510337078651686,0,-0.0739985397253189,-0.21215948769914467,-0.21022964390082358
Bridgeport,52000.0,42420.0,1372.0,4,2,0.23,37.9,0.8157692307692308,0,1.1513740989065762,-0.2390765212417145,-0.21582612564753206
Greenwich,3150000.0,1597610.0,947.0,3,1,0.97,3326.29,0.5071777777777777,2,-2.7050540993735526,2.2925885789985943,0.5730353666197107
Waterbury,270000.0,129010.0,991.0,3,2,1.09,272.45,0.4778148148148148,0,-0.34469649656110346,-0.5856697537212605,-0.3114777961449868
